UT,Ack_text,Funders,Funders_Text,row_id
WOS:000337053600004,"We would like to thank Frank Zenker and Carlo Proietti for their efforts in putting together this volum. A previous version of the paper was presented at the LOGICIC kick-off workshop: Belief Change in Social Context in Amsterdam, at the Centre for Mathematical Social Science seminar series in Auckland, New Zealand, and at the Workshop on Knowledge Representation and Reasoning in Guiyang, China. We would like to thank the participants of each event, and in particular Christian List, Zoe Christoff, Chenwei Shi, Shaun White and Mark C. Wilson for valuable comments and discussions. Finally, we would like to thank the anonymous referees for their useful comments. Fenrong Liu is supported by the Project of National Social Science Foundation of China (No.13AZX018) and Tsinghua University Initiative Scientific Research Program (20131089292).",,,4330
WOS:000337053600005,0,,,4331
WOS:000337053600006,"First of all, we would like to thank Carlo Proietti and Frank Zenker for organizing the CPH-LU workshops on social epistemology. We would also like to thank the participants of the CPH-LU workshops in Lund and Copenhagen and the participants of the LIRa/LogiCIC seminar at ILLC for useful comments and suggestions. We benefited especially from discussions on the topic with Carlo Proietti, Rasmus Rendsvig, and Vincent Hendricks. Finally, we would like to thank two anonymous reviewers for useful comments and suggestions.Jens Ulrik Hansen is sponsored by the Carlsberg Foundation.",,,4332
WOS:000337053600008,The author thanks the participants of the 4th Copenhagen Lund Workshop in Social Epistemology for comments and discussion. In particular he would like to thank its organizer Frank Zenker for many helpful comments and suggestions during the editorial process.,,,4333
WOS:000337053600009,"Work on this paper was supported by a generous grant from the Arts and Humanities Research Council of the United Kingdom. An earlier version of this paper was presented at the fourth Lund/Copenhagen Workshop in Social Epistemology and I offer my thanks to the audience at this meeting for their extremely helpful feedback. Special thanks go to Frank Zenker and Carlo Proietti for useful discussion (and exemplary organisation) at the workshop and for subsequent comments on later versions of the paper. Thanks also to Carl Baker, Greg Currie, Aaron Meskin and two anonymous referees.",,,4334
WOS:000337053600010,"For helpful comments on earlier drafts I am grateful to Guillaume Beaulac, Gerald Callaghan, Carla Fehr, Carlo Proietti, Frank Zenker, fellow participants in the April 2011 Copenhagen/Lund Workshop in Social Epistemology, and two anonymous referees for this issue. This work was supported in part by the Faculty of Arts, University of Waterloo, and by Social Sciences and Research Council of Canada Grant 410-2011-1737.",,,4335
WOS:000337053600011,"Thanks to Carlo Proietti and Frank Zenker for organizing the 4th Copenhagen-Lund Workshop on Social Epistemology and to the participants that gave invaluable feedback on this work, especially Patrick Blackburn and Erik Olsson. Much of this work was inspired and informed by the agent-based modeling group at University of California, Davis. I am particularly indebted to Jeff Schank, whose patient technical help made possible the prototype implementation. I also thank Alvin Goldman, Bernard Molyneux, Roberta Millstein, Paul Smaldino, and Paul Teller for comments on drafts.",,,4336
WOS:000337053600007,"The author would like to thank the editors for organizing the CPH-LU workshops on social epistemology, as well as the participants of said workshops for valuable comments and discussion. The work has benefited especially from discussions with Henrik Boensvang and Vincent F. Hendricks. Carlo Proietti is thanked for his corrections to the manuscript. Finally, a warm Thank You to the two anonymous reviewers: the comments, criticisms and correction provided by your thorough reading of the original submission have been invaluable.",,,4337
WOS:000338837900001,"This paper has benefited from the help of more people than I will be able to remember. Among the most important are Yuval Avnur, Sinan Dogramaci, David Enoch, Hartry Field, Don Garrett, Anna-Sara Malmgren, John Morrison, Bernard Nickel, Jim Pryor, Declan Smithies, Nico Silins, David Velleman, and several anonymous referees.",,,4338
WOS:000338837900002,"Research on this paper was generously funded by the Israel Science Foundation (Grant No. 714/12). An earlier version of this paper was presented at the International Conference on Theoretical and Rational Rationality at the Israel Institute of Advanced Studies. For helpful comments, I am grateful to participants at the conference, to the editors and anonymous reviewers of this journal, and to Iddo Landau, Ariel Meirav, Collin O’neil, and Saul Smilansky. I am especially grateful to Joseph Raz.",,,4339
WOS:000338837900003,"I am grateful to Hans Rott, Stefan Ruhland and Verena Wagner for helpful discussions of earlier versions and two anonymous referees for helping me to improve this paper.",,,4340
WOS:000338837900004,"An earlier version of this paper was given as a talk at the University of Leeds in May 2012. I thank those who attended the talk for their insightful questions and comments, especially John Divers and Ross Cameron. I’m also grateful to Pablo Rychter and Jordi Valor for the discussions we had on a first draft of the paper, and to two anonymous referees for the helpful revisions they suggested.",,,4341
WOS:000338837900005,We wish to thank Thomas Reydon and two anonymous referees for their careful reading of our manuscript and their insightful comments.,,,4342
WOS:000338837900006,0,,,4343
WOS:000338837900007,"I would like to thank a trio of anonymous referees for this journal for especially helpful comments. I appreciate their close reading of the manuscript greatly, and, of course, claim all responsibility for any remaining shortcomings. I would also like to thank Barry Ward, Jim Lampinen, Jack Lyons, and Daniel Feild for many helpful conversations and criticisms about the topics discussed in this paper.",,,4344
WOS:000338837900008,0,,,4345
WOS:000338837900009,0,,,4346
WOS:000338837900010,We would like to thank Boaz Miller and Sharon Crasnow for providing helpful feedback on earlier drafts of this manuscript. This paper also greatly benefited from the comments and suggestions of three anonymous referees.,,,4347
WOS:000338837900011,"I am deeply indebted to Patrick Kain, Michael Bergmann, and Terence Cuneo for their insights and feedback. I’d also like to thank Matthias Steup for several useful suggestions and two blind referees for their very good comments. Finally, I’d like to thank my commentator, Brian Hutchinson, as well as my audience for an early version of this paper presented at the 2011 meeting of the Central States Philosophical Association.",,,4348
WOS:000338837900012,"The views presented in this paper have evolved over many years, during which I have incurred debts to a number of philosophers. As always, Roger Wertheimer has been my indispensable critic throughout; M. G. Yoes, Jr.’s profound grasp of Goodman’s work has been an inexhaustible resource; Catherine Elgin, James Garson, Nelson Goodman, Gilbert Harman, David Phillips, Lawrence Powers, W. V. Quine, David Sanford and Bas van Fraassen commented constructively on various ancestors of the present paper.
My work was supported by a Faculty Development Leave from the University of Houston’s College of Liberal Arts and Social Sciences.",,,4349
WOS:000338837900013,"The author would like to thank Arianna Betti and Stefan Roski for valuable feedback on earlier versions of this paper. She is grateful for the opportunity to present her work at the Lunch Lecture series of the Theoretical Philosophy Group at Utrecht University, and would like to thank the audience for their helpful comments. The author was supported through ERC Starting Grant TRANH 203194 until September 2013. All passages from the Rudolf Carnap Papers are quoted by permission of the University of Pittsburgh. All rights reserved.",,,4350
WOS:000338837900014,"I would like to thank John P. Waterman, Nick Goldberg, and two anonymous reviewers for their comments on earlier drafts of this paper. Earlier drafts were also presented to the 2013 meeting of the Alabama Philosophical Society and at the 2013 Northwest Philosophy Conference. I would like to thank my audiences at both conferences for their feedback.",,,4351
WOS:000338837900015,"I owe a significant debt to John Maier who inspired me to test the main hypothesis in this paper, the basics of which we both independently developed. For valuable comments on or discussions about this paper, I thank: Lloyd Humberstone, Josh Knobe, Colin Marshall, Alfred Mele, Jonathan Phillips, Patrick Todd, Jason Turner, and the referees for this journal, one of whom kindly identified himself as Adam Feltz. Versions of the paper were presented at the University at Buffalo, Melbourne University, Deakin University, and CSU Wagga Wagga. Many thanks to the attendees for their feedback, especially Wylie Breckenridge, Daniel Cohen, Neil Levy, Edouard Machery, David Ripley, and Laura Schroeter. Work on this paper was supported by Monash University and some of the ideas were developed while participating in a summer seminar for the Big Questions in Free Will project at Florida State University, which was supported by the John Templeton Foundation. The views expressed in this article are solely the author’s and do not reflect those of either funding body",,,4352
WOS:000338837900016,"The authors would like to thank Huw Price, Jonathan Tallant, Brad Weslake and three anonymous referees for this journal for extremely useful comments on earlier versions of this paper. This research was partly funded by a John Templeton Foundation grant held by Alex Holcombe, Kristie Miller, Huw Price and Dean Rickles entitled: New Agendas for the Study of Time: Connecting the Disciplines.",,,4353
WOS:000340086300002,"Many thanks to Juha Saatsi for introducing me to Kirchhoff’s theory of diffraction, and thanks in particular to Jody Azzouni for helpful suggestions on an earlier draft.",,,4354
